,X,Y,Z,BGR,material,matNum,wsX,wsY,wsZ
66,3,6,1,0 255 0,mod,1,-61.57894736842105,-33.1578947368421,-80.52631578947367
67,3,7,1,0 255 0,mod,1,-61.57894736842105,-23.684210526315788,-80.52631578947367
68,3,8,1,0 255 0,mod,1,-61.57894736842105,-14.210526315789473,-80.52631578947367
69,3,9,1,0 255 0,mod,1,-61.57894736842105,-4.7368421052631575,-80.52631578947367
70,3,10,1,0 255 0,mod,1,-61.57894736842105,4.7368421052631575,-80.52631578947367
71,3,11,1,0 255 0,mod,1,-61.57894736842105,14.210526315789473,-80.52631578947367
72,3,12,1,0 255 0,mod,1,-61.57894736842105,23.684210526315788,-80.52631578947367
73,3,13,1,0 255 0,mod,1,-61.57894736842105,33.1578947368421,-80.52631578947367
74,3,14,1,0 255 0,mod,1,-61.57894736842105,42.63157894736842,-80.52631578947367
75,3,15,1,0 255 0,mod,1,-61.57894736842105,52.10526315789473,-80.52631578947367
76,3,16,1,0 255 0,mod,1,-61.57894736842105,61.57894736842105,-80.52631578947367
77,3,17,1,0 255 0,mod,1,-61.57894736842105,71.05263157894737,-80.52631578947367
78,3,18,1,0 255 0,mod,1,-61.57894736842105,80.52631578947367,-80.52631578947367
79,3,19,1,0 255 0,mod,1,-61.57894736842105,90.0,-80.52631578947367
80,4,0,1,0 255 0,mod,1,-52.10526315789473,-90.0,-80.52631578947367
81,4,1,1,0 255 0,mod,1,-52.10526315789473,-80.52631578947367,-80.52631578947367
82,4,2,1,0 255 0,mod,1,-52.10526315789473,-71.05263157894737,-80.52631578947367
83,4,3,1,0 255 0,mod,1,-52.10526315789473,-61.57894736842105,-80.52631578947367
84,4,4,1,0 255 0,mod,1,-52.10526315789473,-52.10526315789473,-80.52631578947367
85,4,5,1,0 255 0,mod,1,-52.10526315789473,-42.63157894736842,-80.52631578947367
86,4,6,1,0 255 0,mod,1,-52.10526315789473,-33.1578947368421,-80.52631578947367
87,4,7,1,0 255 0,mod,1,-52.10526315789473,-23.684210526315788,-80.52631578947367
88,4,8,1,0 255 0,mod,1,-52.10526315789473,-14.210526315789473,-80.52631578947367
89,4,9,1,0 255 0,mod,1,-52.10526315789473,-4.7368421052631575,-80.52631578947367
90,4,10,1,0 255 0,mod,1,-52.10526315789473,4.7368421052631575,-80.52631578947367
91,4,11,1,0 255 0,mod,1,-52.10526315789473,14.210526315789473,-80.52631578947367
92,4,12,1,0 255 0,mod,1,-52.10526315789473,23.684210526315788,-80.52631578947367
93,4,13,1,0 255 0,mod,1,-52.10526315789473,33.1578947368421,-80.52631578947367
94,4,14,1,0 255 0,mod,1,-52.10526315789473,42.63157894736842,-80.52631578947367
95,4,15,1,0 255 0,mod,1,-52.10526315789473,52.10526315789473,-80.52631578947367
96,4,16,1,0 255 0,mod,1,-52.10526315789473,61.57894736842105,-80.52631578947367
97,4,17,1,0 255 0,mod,1,-52.10526315789473,71.05263157894737,-80.52631578947367
98,4,18,1,0 255 0,mod,1,-52.10526315789473,80.52631578947367,-80.52631578947367
99,4,19,1,0 255 0,mod,1,-52.10526315789473,90.0,-80.52631578947367
100,5,0,1,0 255 0,mod,1,-42.63157894736842,-90.0,-80.52631578947367
101,5,1,1,0 255 0,mod,1,-42.63157894736842,-80.52631578947367,-80.52631578947367
102,5,2,1,0 255 0,mod,1,-42.63157894736842,-71.05263157894737,-80.52631578947367
103,5,3,1,0 255 0,mod,1,-42.63157894736842,-61.57894736842105,-80.52631578947367
104,5,4,1,0 255 0,mod,1,-42.63157894736842,-52.10526315789473,-80.52631578947367
105,5,5,1,0 255 0,mod,1,-42.63157894736842,-42.63157894736842,-80.52631578947367
106,5,6,1,0 255 0,mod,1,-42.63157894736842,-33.1578947368421,-80.52631578947367
107,5,7,1,0 255 0,mod,1,-42.63157894736842,-23.684210526315788,-80.52631578947367
108,5,8,1,0 255 0,mod,1,-42.63157894736842,-14.210526315789473,-80.52631578947367
109,5,9,1,0 255 0,mod,1,-42.63157894736842,-4.7368421052631575,-80.52631578947367
110,5,10,1,0 255 0,mod,1,-42.63157894736842,4.7368421052631575,-80.52631578947367
111,5,11,1,0 255 0,mod,1,-42.63157894736842,14.210526315789473,-80.52631578947367
112,5,12,1,0 255 0,mod,1,-42.63157894736842,23.684210526315788,-80.52631578947367
113,5,13,1,0 255 0,mod,1,-42.63157894736842,33.1578947368421,-80.52631578947367
114,5,14,1,0 255 0,mod,1,-42.63157894736842,42.63157894736842,-80.52631578947367
115,5,15,1,0 255 0,mod,1,-42.63157894736842,52.10526315789473,-80.52631578947367
116,5,16,1,0 255 0,mod,1,-42.63157894736842,61.57894736842105,-80.52631578947367
117,5,17,1,0 255 0,mod,1,-42.63157894736842,71.05263157894737,-80.52631578947367
118,5,18,1,0 255 0,mod,1,-42.63157894736842,80.52631578947367,-80.52631578947367
119,5,19,1,0 255 0,mod,1,-42.63157894736842,90.0,-80.52631578947367
120,6,0,1,0 255 0,mod,1,-33.1578947368421,-90.0,-80.52631578947367
121,6,1,1,0 255 0,mod,1,-33.1578947368421,-80.52631578947367,-80.52631578947367
122,6,2,1,0 255 0,mod,1,-33.1578947368421,-71.05263157894737,-80.52631578947367
123,6,3,1,0 255 0,mod,1,-33.1578947368421,-61.57894736842105,-80.52631578947367
124,6,4,1,0 255 0,mod,1,-33.1578947368421,-52.10526315789473,-80.52631578947367
125,6,5,1,0 255 0,mod,1,-33.1578947368421,-42.63157894736842,-80.52631578947367
126,6,6,1,0 255 0,mod,1,-33.1578947368421,-33.1578947368421,-80.52631578947367
127,6,7,1,0 255 0,mod,1,-33.1578947368421,-23.684210526315788,-80.52631578947367
128,6,8,1,0 255 0,mod,1,-33.1578947368421,-14.210526315789473,-80.52631578947367
129,6,9,1,0 255 0,mod,1,-33.1578947368421,-4.7368421052631575,-80.52631578947367
130,6,10,1,0 255 0,mod,1,-33.1578947368421,4.7368421052631575,-80.52631578947367
131,6,11,1,0 255 0,mod,1,-33.1578947368421,14.210526315789473,-80.52631578947367
132,6,12,1,0 255 0,mod,1,-33.1578947368421,23.684210526315788,-80.52631578947367
133,6,13,1,0 255 0,mod,1,-33.1578947368421,33.1578947368421,-80.52631578947367
134,6,14,1,0 255 0,mod,1,-33.1578947368421,42.63157894736842,-80.52631578947367
135,6,15,1,0 255 0,mod,1,-33.1578947368421,52.10526315789473,-80.52631578947367
136,6,16,1,0 255 0,mod,1,-33.1578947368421,61.57894736842105,-80.52631578947367
137,6,17,1,0 255 0,mod,1,-33.1578947368421,71.05263157894737,-80.52631578947367
138,6,18,1,0 255 0,mod,1,-33.1578947368421,80.52631578947367,-80.52631578947367
139,6,19,1,0 255 0,mod,1,-33.1578947368421,90.0,-80.52631578947367
140,7,0,1,0 255 0,mod,1,-23.684210526315788,-90.0,-80.52631578947367
141,7,1,1,0 255 0,mod,1,-23.684210526315788,-80.52631578947367,-80.52631578947367
142,7,2,1,0 255 0,mod,1,-23.684210526315788,-71.05263157894737,-80.52631578947367
143,7,3,1,0 255 0,mod,1,-23.684210526315788,-61.57894736842105,-80.52631578947367
144,7,4,1,0 255 0,mod,1,-23.684210526315788,-52.10526315789473,-80.52631578947367
145,7,5,1,0 255 0,mod,1,-23.684210526315788,-42.63157894736842,-80.52631578947367
146,7,6,1,0 255 0,mod,1,-23.684210526315788,-33.1578947368421,-80.52631578947367
147,7,7,1,0 255 0,mod,1,-23.684210526315788,-23.684210526315788,-80.52631578947367
148,7,8,1,0 255 0,mod,1,-23.684210526315788,-14.210526315789473,-80.52631578947367
149,7,9,1,0 255 0,mod,1,-23.684210526315788,-4.7368421052631575,-80.52631578947367
150,7,10,1,0 255 0,mod,1,-23.684210526315788,4.7368421052631575,-80.52631578947367
151,7,11,1,0 255 0,mod,1,-23.684210526315788,14.210526315789473,-80.52631578947367
152,7,12,1,0 255 0,mod,1,-23.684210526315788,23.684210526315788,-80.52631578947367
153,7,13,1,0 255 0,mod,1,-23.684210526315788,33.1578947368421,-80.52631578947367
154,7,14,1,0 255 0,mod,1,-23.684210526315788,42.63157894736842,-80.52631578947367
155,7,15,1,0 255 0,mod,1,-23.684210526315788,52.10526315789473,-80.52631578947367
156,7,16,1,0 255 0,mod,1,-23.684210526315788,61.57894736842105,-80.52631578947367
157,7,17,1,0 255 0,mod,1,-23.684210526315788,71.05263157894737,-80.52631578947367
158,7,18,1,0 255 0,mod,1,-23.684210526315788,80.52631578947367,-80.52631578947367
159,7,19,1,0 255 0,mod,1,-23.684210526315788,90.0,-80.52631578947367
160,8,0,1,0 255 0,mod,1,-14.210526315789473,-90.0,-80.52631578947367
161,8,1,1,0 255 0,mod,1,-14.210526315789473,-80.52631578947367,-80.52631578947367
162,8,2,1,0 255 0,mod,1,-14.210526315789473,-71.05263157894737,-80.52631578947367
163,8,3,1,0 255 0,mod,1,-14.210526315789473,-61.57894736842105,-80.52631578947367
164,8,4,1,0 255 0,mod,1,-14.210526315789473,-52.10526315789473,-80.52631578947367
165,8,5,1,0 255 0,mod,1,-14.210526315789473,-42.63157894736842,-80.52631578947367
166,8,6,1,0 255 0,mod,1,-14.210526315789473,-33.1578947368421,-80.52631578947367
167,8,7,1,0 255 0,mod,1,-14.210526315789473,-23.684210526315788,-80.52631578947367
168,8,8,1,0 255 0,mod,1,-14.210526315789473,-14.210526315789473,-80.52631578947367
169,8,9,1,0 255 0,mod,1,-14.210526315789473,-4.7368421052631575,-80.52631578947367
170,8,10,1,0 255 0,mod,1,-14.210526315789473,4.7368421052631575,-80.52631578947367
171,8,11,1,0 255 0,mod,1,-14.210526315789473,14.210526315789473,-80.52631578947367
172,8,12,1,0 255 0,mod,1,-14.210526315789473,23.684210526315788,-80.52631578947367
173,8,13,1,0 255 0,mod,1,-14.210526315789473,33.1578947368421,-80.52631578947367
174,8,14,1,0 255 0,mod,1,-14.210526315789473,42.63157894736842,-80.52631578947367
175,8,15,1,0 255 0,mod,1,-14.210526315789473,52.10526315789473,-80.52631578947367
176,8,16,1,0 255 0,mod,1,-14.210526315789473,61.57894736842105,-80.52631578947367
177,8,17,1,0 255 0,mod,1,-14.210526315789473,71.05263157894737,-80.52631578947367
178,8,18,1,0 255 0,mod,1,-14.210526315789473,80.52631578947367,-80.52631578947367
179,8,19,1,0 255 0,mod,1,-14.210526315789473,90.0,-80.52631578947367
180,9,0,1,0 255 0,mod,1,-4.7368421052631575,-90.0,-80.52631578947367
181,9,1,1,0 255 0,mod,1,-4.7368421052631575,-80.52631578947367,-80.52631578947367
182,9,2,1,0 255 0,mod,1,-4.7368421052631575,-71.05263157894737,-80.52631578947367
183,9,3,1,0 255 0,mod,1,-4.7368421052631575,-61.57894736842105,-80.52631578947367
184,9,4,1,0 255 0,mod,1,-4.7368421052631575,-52.10526315789473,-80.52631578947367
185,9,5,1,0 255 0,mod,1,-4.7368421052631575,-42.63157894736842,-80.52631578947367
186,9,6,1,0 255 0,mod,1,-4.7368421052631575,-33.1578947368421,-80.52631578947367
187,9,7,1,0 255 0,mod,1,-4.7368421052631575,-23.684210526315788,-80.52631578947367
188,9,8,1,0 255 0,mod,1,-4.7368421052631575,-14.210526315789473,-80.52631578947367
189,9,9,1,0 255 0,mod,1,-4.7368421052631575,-4.7368421052631575,-80.52631578947367
190,9,10,1,0 255 0,mod,1,-4.7368421052631575,4.7368421052631575,-80.52631578947367
191,9,11,1,0 255 0,mod,1,-4.7368421052631575,14.210526315789473,-80.52631578947367
192,9,12,1,0 255 0,mod,1,-4.7368421052631575,23.684210526315788,-80.52631578947367
193,9,13,1,0 255 0,mod,1,-4.7368421052631575,33.1578947368421,-80.52631578947367
194,9,14,1,0 255 0,mod,1,-4.7368421052631575,42.63157894736842,-80.52631578947367
195,9,15,1,0 255 0,mod,1,-4.7368421052631575,52.10526315789473,-80.52631578947367
196,9,16,1,0 255 0,mod,1,-4.7368421052631575,61.57894736842105,-80.52631578947367
197,9,17,1,0 255 0,mod,1,-4.7368421052631575,71.05263157894737,-80.52631578947367
198,9,18,1,0 255 0,mod,1,-4.7368421052631575,80.52631578947367,-80.52631578947367
199,9,19,1,0 255 0,mod,1,-4.7368421052631575,90.0,-80.52631578947367
200,10,0,1,0 255 0,mod,1,4.7368421052631575,-90.0,-80.52631578947367
201,10,1,1,0 255 0,mod,1,4.7368421052631575,-80.52631578947367,-80.52631578947367
202,10,2,1,0 255 0,mod,1,4.7368421052631575,-71.05263157894737,-80.52631578947367
203,10,3,1,0 255 0,mod,1,4.7368421052631575,-61.57894736842105,-80.52631578947367
204,10,4,1,0 255 0,mod,1,4.7368421052631575,-52.10526315789473,-80.52631578947367
205,10,5,1,0 255 0,mod,1,4.7368421052631575,-42.63157894736842,-80.52631578947367
206,10,6,1,0 255 0,mod,1,4.7368421052631575,-33.1578947368421,-80.52631578947367
207,10,7,1,0 255 0,mod,1,4.7368421052631575,-23.684210526315788,-80.52631578947367
208,10,8,1,0 255 0,mod,1,4.7368421052631575,-14.210526315789473,-80.52631578947367
209,10,9,1,0 255 0,mod,1,4.7368421052631575,-4.7368421052631575,-80.52631578947367
210,10,10,1,0 255 0,mod,1,4.7368421052631575,4.7368421052631575,-80.52631578947367
211,10,11,1,0 255 0,mod,1,4.7368421052631575,14.210526315789473,-80.52631578947367
212,10,12,1,0 255 0,mod,1,4.7368421052631575,23.684210526315788,-80.52631578947367
213,10,13,1,0 255 0,mod,1,4.7368421052631575,33.1578947368421,-80.52631578947367
214,10,14,1,0 255 0,mod,1,4.7368421052631575,42.63157894736842,-80.52631578947367
215,10,15,1,0 255 0,mod,1,4.7368421052631575,52.10526315789473,-80.52631578947367
216,10,16,1,0 255 0,mod,1,4.7368421052631575,61.57894736842105,-80.52631578947367
217,10,17,1,0 255 0,mod,1,4.7368421052631575,71.05263157894737,-80.52631578947367
218,10,18,1,0 255 0,mod,1,4.7368421052631575,80.52631578947367,-80.52631578947367
219,10,19,1,0 255 0,mod,1,4.7368421052631575,90.0,-80.52631578947367
220,11,0,1,0 255 0,mod,1,14.210526315789473,-90.0,-80.52631578947367
221,11,1,1,0 255 0,mod,1,14.210526315789473,-80.52631578947367,-80.52631578947367
222,11,2,1,0 255 0,mod,1,14.210526315789473,-71.05263157894737,-80.52631578947367
223,11,3,1,0 255 0,mod,1,14.210526315789473,-61.57894736842105,-80.52631578947367
224,11,4,1,0 255 0,mod,1,14.210526315789473,-52.10526315789473,-80.52631578947367
225,11,5,1,0 255 0,mod,1,14.210526315789473,-42.63157894736842,-80.52631578947367
226,11,6,1,0 255 0,mod,1,14.210526315789473,-33.1578947368421,-80.52631578947367
227,11,7,1,0 255 0,mod,1,14.210526315789473,-23.684210526315788,-80.52631578947367
228,11,8,1,0 255 0,mod,1,14.210526315789473,-14.210526315789473,-80.52631578947367
229,11,9,1,0 255 0,mod,1,14.210526315789473,-4.7368421052631575,-80.52631578947367
230,11,10,1,0 255 0,mod,1,14.210526315789473,4.7368421052631575,-80.52631578947367
231,11,11,1,0 255 0,mod,1,14.210526315789473,14.210526315789473,-80.52631578947367
232,11,12,1,0 255 0,mod,1,14.210526315789473,23.684210526315788,-80.52631578947367
233,11,13,1,0 255 0,mod,1,14.210526315789473,33.1578947368421,-80.52631578947367
234,11,14,1,0 255 0,mod,1,14.210526315789473,42.63157894736842,-80.52631578947367
235,11,15,1,0 255 0,mod,1,14.210526315789473,52.10526315789473,-80.52631578947367
236,11,16,1,0 255 0,mod,1,14.210526315789473,61.57894736842105,-80.52631578947367
237,11,17,1,0 255 0,mod,1,14.210526315789473,71.05263157894737,-80.52631578947367
238,11,18,1,0 255 0,mod,1,14.210526315789473,80.52631578947367,-80.52631578947367
239,11,19,1,0 255 0,mod,1,14.210526315789473,90.0,-80.52631578947367
240,12,0,1,0 255 0,mod,1,23.684210526315788,-90.0,-80.52631578947367
241,12,1,1,0 255 0,mod,1,23.684210526315788,-80.52631578947367,-80.52631578947367
242,12,2,1,0 255 0,mod,1,23.684210526315788,-71.05263157894737,-80.52631578947367
243,12,3,1,0 255 0,mod,1,23.684210526315788,-61.57894736842105,-80.52631578947367
244,12,4,1,0 255 0,mod,1,23.684210526315788,-52.10526315789473,-80.52631578947367
245,12,5,1,0 255 0,mod,1,23.684210526315788,-42.63157894736842,-80.52631578947367
246,12,6,1,0 255 0,mod,1,23.684210526315788,-33.1578947368421,-80.52631578947367
247,12,7,1,0 255 0,mod,1,23.684210526315788,-23.684210526315788,-80.52631578947367
248,12,8,1,0 255 0,mod,1,23.684210526315788,-14.210526315789473,-80.52631578947367
249,12,9,1,0 255 0,mod,1,23.684210526315788,-4.7368421052631575,-80.52631578947367
250,12,10,1,0 255 0,mod,1,23.684210526315788,4.7368421052631575,-80.52631578947367
251,12,11,1,0 255 0,mod,1,23.684210526315788,14.210526315789473,-80.52631578947367
252,12,12,1,0 255 0,mod,1,23.684210526315788,23.684210526315788,-80.52631578947367
253,12,13,1,0 255 0,mod,1,23.684210526315788,33.1578947368421,-80.52631578947367
254,12,14,1,0 255 0,mod,1,23.684210526315788,42.63157894736842,-80.52631578947367
255,12,15,1,0 255 0,mod,1,23.684210526315788,52.10526315789473,-80.52631578947367
256,12,16,1,0 255 0,mod,1,23.684210526315788,61.57894736842105,-80.52631578947367
257,12,17,1,0 255 0,mod,1,23.684210526315788,71.05263157894737,-80.52631578947367
258,12,18,1,0 255 0,mod,1,23.684210526315788,80.52631578947367,-80.52631578947367
259,12,19,1,0 255 0,mod,1,23.684210526315788,90.0,-80.52631578947367
260,13,0,1,0 255 0,mod,1,33.1578947368421,-90.0,-80.52631578947367
261,13,1,1,0 255 0,mod,1,33.1578947368421,-80.52631578947367,-80.52631578947367
262,13,2,1,0 255 0,mod,1,33.1578947368421,-71.05263157894737,-80.52631578947367
263,13,3,1,0 255 0,mod,1,33.1578947368421,-61.57894736842105,-80.52631578947367
264,13,4,1,0 255 0,mod,1,33.1578947368421,-52.10526315789473,-80.52631578947367
265,13,5,1,0 255 0,mod,1,33.1578947368421,-42.63157894736842,-80.52631578947367
266,13,6,1,0 255 0,mod,1,33.1578947368421,-33.1578947368421,-80.52631578947367
267,13,7,1,0 255 0,mod,1,33.1578947368421,-23.684210526315788,-80.52631578947367
268,13,8,1,0 255 0,mod,1,33.1578947368421,-14.210526315789473,-80.52631578947367
269,13,9,1,0 255 0,mod,1,33.1578947368421,-4.7368421052631575,-80.52631578947367
270,13,10,1,0 255 0,mod,1,33.1578947368421,4.7368421052631575,-80.52631578947367
271,13,11,1,0 255 0,mod,1,33.1578947368421,14.210526315789473,-80.52631578947367
272,13,12,1,0 255 0,mod,1,33.1578947368421,23.684210526315788,-80.52631578947367
273,13,13,1,0 255 0,mod,1,33.1578947368421,33.1578947368421,-80.52631578947367
274,13,14,1,0 255 0,mod,1,33.1578947368421,42.63157894736842,-80.52631578947367
275,13,15,1,0 255 0,mod,1,33.1578947368421,52.10526315789473,-80.52631578947367
276,13,16,1,0 255 0,mod,1,33.1578947368421,61.57894736842105,-80.52631578947367
277,13,17,1,0 255 0,mod,1,33.1578947368421,71.05263157894737,-80.52631578947367
278,13,18,1,0 255 0,mod,1,33.1578947368421,80.52631578947367,-80.52631578947367
279,13,19,1,0 255 0,mod,1,33.1578947368421,90.0,-80.52631578947367
280,14,0,1,0 255 0,mod,1,42.63157894736842,-90.0,-80.52631578947367
281,14,1,1,0 255 0,mod,1,42.63157894736842,-80.52631578947367,-80.52631578947367
282,14,2,1,0 255 0,mod,1,42.63157894736842,-71.05263157894737,-80.52631578947367
283,14,3,1,0 255 0,mod,1,42.63157894736842,-61.57894736842105,-80.52631578947367
284,14,4,1,0 255 0,mod,1,42.63157894736842,-52.10526315789473,-80.52631578947367
285,14,5,1,0 255 0,mod,1,42.63157894736842,-42.63157894736842,-80.52631578947367
286,14,6,1,0 255 0,mod,1,42.63157894736842,-33.1578947368421,-80.52631578947367
287,14,7,1,0 255 0,mod,1,42.63157894736842,-23.684210526315788,-80.52631578947367
288,14,8,1,0 255 0,mod,1,42.63157894736842,-14.210526315789473,-80.52631578947367
289,14,9,1,0 255 0,mod,1,42.63157894736842,-4.7368421052631575,-80.52631578947367
290,14,10,1,0 255 0,mod,1,42.63157894736842,4.7368421052631575,-80.52631578947367
291,14,11,1,0 255 0,mod,1,42.63157894736842,14.210526315789473,-80.52631578947367
292,14,12,1,0 255 0,mod,1,42.63157894736842,23.684210526315788,-80.52631578947367
293,14,13,1,0 255 0,mod,1,42.63157894736842,33.1578947368421,-80.52631578947367
294,14,14,1,0 255 0,mod,1,42.63157894736842,42.63157894736842,-80.52631578947367
295,14,15,1,0 255 0,mod,1,42.63157894736842,52.10526315789473,-80.52631578947367
296,14,16,1,0 255 0,mod,1,42.63157894736842,61.57894736842105,-80.52631578947367
297,14,17,1,0 255 0,mod,1,42.63157894736842,71.05263157894737,-80.52631578947367
298,14,18,1,0 255 0,mod,1,42.63157894736842,80.52631578947367,-80.52631578947367
299,14,19,1,0 255 0,mod,1,42.63157894736842,90.0,-80.52631578947367
300,15,0,1,0 255 0,mod,1,52.10526315789473,-90.0,-80.52631578947367
301,15,1,1,0 255 0,mod,1,52.10526315789473,-80.52631578947367,-80.52631578947367
302,15,2,1,0 255 0,mod,1,52.10526315789473,-71.05263157894737,-80.52631578947367
303,15,3,1,0 255 0,mod,1,52.10526315789473,-61.57894736842105,-80.52631578947367
304,15,4,1,0 255 0,mod,1,52.10526315789473,-52.10526315789473,-80.52631578947367
305,15,5,1,0 255 0,mod,1,52.10526315789473,-42.63157894736842,-80.52631578947367
306,15,6,1,0 255 0,mod,1,52.10526315789473,-33.1578947368421,-80.52631578947367
307,15,7,1,0 255 0,mod,1,52.10526315789473,-23.684210526315788,-80.52631578947367
308,15,8,1,0 255 0,mod,1,52.10526315789473,-14.210526315789473,-80.52631578947367
309,15,9,1,0 255 0,mod,1,52.10526315789473,-4.7368421052631575,-80.52631578947367
